iso_693_3,language_name,asr,tts,lid
rwo,Rawa,,,✔️
rwr,Marwari,,,✔️
ryu,"Okinawan, Central",,,✔️
saa,Saba,,,✔️
sab,Buglere,✔️,✔️,✔️
sad,Sandawe,,,✔️
saf,Safaliba,,,✔️
sag,Sango,✔️,✔️,✔️
sah,Yakut,✔️,✔️,✔️
saj,Sahu,✔️,✔️,✔️
san,Sanskrit,,,✔️
sao,Sause,,,✔️
saq,Samburu,✔️,✔️,✔️
sas,Sasak,✔️,✔️,✔️
sat,Santhali,✔️,,✔️
sau,Saleman,,,✔️
saw,Sawi,,,✔️
sax,Sa,,,✔️
say,Saya,,,✔️
saz,Saurashtra,,,✔️
sba,Ngambay,✔️,✔️,✔️
sbb,Simbo,,,✔️
sbc,Kele,,,✔️
sbd,"Samo, Southern",✔️,✔️,✔️
sbe,Saliba,,,✔️
sbg,Seget,,,✔️
sbh,Sori-Harengan,,,✔️
sbk,Safwa,,,✔️
sbl,"Sambal, Botolan",✔️,✔️,✔️
sbn,Sindhi Bhil,,,✔️
sbp,Sangu,✔️,✔️,✔️
sbr,"Murut, Sembakung",,,✔️
sbu,Stod Bhoti,,,✔️
sbx,Seberuang,,,✔️
sby,Soli,,,✔️
sbz,Sara Kaba,,,✔️
sce,Dongxiang,,,✔️
scg,Sanggau,,,✔️
sch,Sakachep,✔️,✔️,✔️
sck,Sadri,✔️,✔️,✔️
scl,Shina,,,✔️
scn,Sicilian,,,✔️
sco,Scots,,,✔️
scp,Hyolmo,,,✔️
scs,"Slavey, North",,,✔️
sct,"Katang, Southern",,,✔️
scu,Shumcho,,,✔️
scv,Sheni,,,✔️
scw,Sya,,,✔️
sda,Toraja-Sa’dan,✔️,✔️,✔️
sde,Vori,,,✔️
sdh,"Kurdish, Southern",,,✔️
sdo,Bidayuh Serian,,,✔️
sdp,Sherdukpen,,,✔️
sdq,Semandang,,,✔️
sdr,"Sadri, Oraon",,,✔️
sea,Semai,✔️,✔️,✔️
sed,Sedang,,,✔️
see,Seneca,,,✔️
sef,"Sénoufo, Cebaara",,,✔️
seg,Segeju,,,✔️
seh,Sena,✔️,✔️,✔️
sei,Seri,,,✔️
sek,Sekani,,,✔️
sen,"Sénoufo, Nanerigé",,,✔️
sep,"Sénoufo, Sìcìté",,,✔️
ses,"Songhay, Koyraboro Senni",✔️,✔️,✔️
set,Sentani,,,✔️
sev,"Sénoufo, Nyarafolo",,,✔️
sey,Paicoca,✔️,✔️,✔️
sez,"Chin, Senthang",,,✔️
sfm,"Miao, Small Flowery",,,✔️
sfw,Esahie,,,✔️
sgb,"Ayta, Mag-antsi",✔️,✔️,✔️
sgc,Kipsigis,,,✔️
sgd,Surigaonon,,,✔️
sge,Segai,,,✔️
sgh,Shughni,,,✔️
sgi,Nizaa,,,✔️
sgj,Surgujia,✔️,✔️,✔️
sgp,Singpho,,,✔️
sgr,Sangisari,,,✔️
sgw,Sebat Bet Gurage,✔️,✔️,✔️
sgy,Sanglechi,,,✔️
sgz,Sursurunga,,,✔️
sha,Shall-Zwall,,,✔️
shb,Ninam,,,✔️
shc,Sonde,,,✔️
she,Sheko,,,✔️
shg,Shua,,,✔️
shh,Shoshoni,,,✔️
shi,Tachelhit,✔️,✔️,✔️
shj,Shatt,,,✔️
shk,Shilluk,✔️,✔️,✔️
shn,Shan,✔️,✔️,✔️
sho,Shanga,✔️,✔️,✔️
shp,Shipibo-Conibo,✔️,✔️,✔️
shq,Sala,,,✔️
shr,Shi,,,✔️
shs,Shuswap,,,✔️
shw,Shwai,,,✔️
shy,Tachawit,,,✔️
sid,Sidamo,✔️,✔️,✔️
sie,Simaa,,,✔️
sif,Siamou,,,✔️
sig,Paasaal,✔️,✔️,✔️
sil,"Sisaala, Tumulung",✔️,✔️,✔️
sin,Sinhala,,,✔️
sip,Sikkimese,,,✔️
sir,Siri,,,✔️
siu,Sinagen,,,✔️
siw,Motuna,,,✔️
siy,Sivandi,,,✔️
sja,Epena,✔️,✔️,✔️
sjb,Sajau Basap,,,✔️
sjg,Assangori,,,✔️
sjl,Miji,,,✔️
sjm,Mapun,✔️,✔️,✔️
sjo,Xibe,,,✔️
sjp,Surjapuri,,,✔️
sjr,Siar-Lak,,,✔️
skb,Saek,,,✔️
skd,"Miwok, Southern Sierra",,,✔️
skj,Seke,,,✔️
skn,"Subanon, Kolibugan",,,✔️
skq,Sininkere,,,✔️
skr,Saraiki,,,✔️
skt,Sakata,,,✔️
sku,Sakao,,,✔️
skv,Skou,,,✔️
skx,Seko Padang,,,✔️
sky,Sikaiana,,,✔️
slc,Sáliba,,,✔️
sld,Sissala,✔️,✔️,✔️
sle,Sholaga,,,✔️
slk,Slovak,✔️,,✔️
slp,Lamaholot,,,✔️
slr,Salar,,,✔️
slu,Selaru,✔️,✔️,✔️
slv,Slovene,✔️,,✔️
slx,Salampasu,,,✔️
sly,Selayar,,,✔️
slz,Ma’ya,,,✔️
sme,"Saami, North",,,✔️
smf,Auwe,,,✔️
sml,"Sama, Central",✔️,✔️,✔️
smn,"Saami, Inari",,,✔️
smo,Samoan,✔️,✔️,✔️
smq,Samo,,,✔️
smt,Simte,,,✔️
smy,Semnani,,,✔️
sna,Shona,✔️,✔️,✔️
snc,Sinaugoro,,,✔️
snd,Sindhi,✔️,,✔️
sne,"Bidayuh, Bau",✔️,✔️,✔️
snf,Noon,,,✔️
sng,Sanga,,,✔️
snk,Soninke,,,✔️
snl,Sangil,,,✔️
snm,"Ma’di, Southern",,,✔️
snn,Siona,✔️,✔️,✔️
snp,Siane,✔️,✔️,✔️
snq,Sangu,,,✔️
sns,Nahavaq,,,✔️
snv,Sa’ban,,,✔️
snw,Selee,✔️,✔️,✔️
snx,Sam,,,✔️
sny,Saniyo-Hiyewe,,,✔️
soa,Thai Song,,,✔️
sob,Sobei,,,✔️
soe,Songomeno,,,✔️
soi,Sonha,,,✔️
sok,Sokoro,,,✔️
sol,Solos,,,✔️
som,Somali,✔️,✔️,✔️
soo,Songo,,,✔️
sop,Songe,,,✔️
soq,Kanasi,,,✔️
sor,Soumraye,,,✔️
sos,Seeku,,,✔️
sot,"Sotho, Southern",,,✔️
sou,"Thai, Southern",,,✔️
soy,Miyobe,✔️,✔️,✔️
soz,Temi,,,✔️
spa,Spanish,✔️,✔️,✔️
spm,Akukem,,,✔️
spn,Sanapaná,,,✔️
spo,Spokane,,,✔️
spp,"Sénoufo, Supyire",✔️,✔️,✔️
sps,Saposa,,,✔️
spt,Spiti Bhoti,,,✔️
spu,Sapuan,,,✔️
spy,Sabaot,✔️,✔️,✔️
sqi,Albanian,✔️,✔️,✔️
sqq,Sou,,,✔️
srb,Sora,,,✔️
src,"Sardinian, Logudorese",,,✔️
sre,"Bakati’, Sara",,,✔️
sri,Siriano,✔️,✔️,✔️
srl,Isirawa,,,✔️
srm,Saramaccan,✔️,✔️,✔️
srn,Sranan Tongo,✔️,✔️,✔️
sro,"Sardinian, Campidanese",,,✔️
srp,Serbian,"✔️ (script: cyrillic, script: latin)",,✔️
srq,Sirionó,,,✔️
srr,Serer-Sine,,,✔️
sru,Suruí,,,✔️
srx,Sirmauri,✔️,✔️,✔️
sry,Sera,,,✔️
srz,Shahmirzadi,,,✔️
ssb,"Sama, Southern",,,✔️
sse,"Sama, Balangingih",,,✔️
ssi,Sansi,,,✔️
ssk,Sunam,,,✔️
ssn,Waata,,,✔️
sso,Essono,,,✔️
sss,So,,,✔️
sst,Sinasina,,,✔️
ssw,Swati,,,✔️
ssx,Samberigi,,,✔️
ssy,Saho,,,✔️
stb,"Subanen, Northern",,,✔️
stf,Seta,,,✔️
sti,"Stieng, Bulo",,,✔️
stj,"Samo, Matya",,,✔️
stk,Aramba,,,✔️
stn,Owa,✔️,✔️,✔️
sto,Stoney,,,✔️
stp,"Tepehuan, Southeastern",✔️,✔️,✔️
stt,"Stieng, Budeh",,,✔️
stv,Silt’e,,,✔️
sua,Sulka,,,✔️
suc,"Subanon, Western",✔️,✔️,✔️
sug,Suganga,,,✔️
sui,Suki,,,✔️
suj,Shubi,,,✔️
suk,Sukuma,✔️,✔️,✔️
sun,Sunda,✔️,✔️,✔️
suo,Bouni,,,✔️
suq,"Suri, Tirmaga-Chai",,,✔️
sur,Mwaghavul,✔️,✔️,✔️
sus,Susu,✔️,✔️,✔️
suv,Puroik,✔️,✔️,✔️
suy,Suyá,,,✔️
suz,Sunwar,✔️,✔️,✔️
svb,Ulau-Suain,,,✔️
svs,Savosavo,,,✔️
swb,"Comorian, Maore",,,✔️
swe,Swedish,✔️,✔️,✔️
swh,Swahili,✔️,✔️,✔️
swi,Sui,,,✔️
swj,Sira,,,✔️
swk,"Sena, Malawi",,,✔️
swo,Shanenawa,,,✔️
swp,Suau,,,✔️
swr,Saweru,,,✔️
swv,Shekhawati,,,✔️
sxb,Suba,✔️,✔️,✔️
sxn,Sangir,✔️,✔️,✔️
sxw,"Gbe, Saxwe",,,✔️
sya,Siang,✔️,✔️,✔️
syb,"Subanen, Central",,,✔️
syk,Sukur,,,✔️
syl,Sylheti,✔️,✔️,✔️
sym,"Samo, Maya",,,✔️
sys,Sinyar,,,✔️
syw,Syuba,,,✔️
sza,Semelai,✔️,✔️,✔️
szb,Ngalum,,,✔️
szg,Sengele,,,✔️
szp,Suabo,,,✔️
tab,Tabasaran,,,✔️
tac,"Tarahumara, Western",✔️,✔️,✔️
taj,"Tamang, Eastern",✔️,✔️,✔️
tak,Tala,,,✔️
tal,Tal,,,✔️
tam,Tamil,✔️,✔️,✔️
tan,Tangale,,,✔️
tao,Yami,✔️,✔️,✔️
tap,Taabwa,✔️,✔️,✔️
taq,Tamasheq,✔️,✔️,✔️
tar,"Tarahumara, Central",,,✔️
tat,Tatar,✔️,✔️,✔️
tau,"Tanana, Upper",,,✔️
tav,Tatuyo,✔️,✔️,✔️
taw,Tay,,,✔️
tay,Atayal,,,✔️
taz,Tocho,,,✔️
tba,Aikanã,,,✔️
tbc,Takia,✔️,✔️,✔️
tbf,Mandara,,,✔️
tbg,"Tairora, North",✔️,✔️,✔️
tbj,Tiang,,,✔️
tbk,"Tagbanwa, Calamian",✔️,✔️,✔️
tbl,Tboli,✔️,✔️,✔️
tbo,Tawala,,,✔️
tbp,Diebroud,,,✔️
tbt,Tembo,,,✔️
tby,Tabaru,✔️,✔️,✔️
tbz,Ditammari,✔️,✔️,✔️
tca,Ticuna,✔️,✔️,✔️
tcc,Datooga,✔️,✔️,✔️
tcd,Tafi,,,✔️
tce,"Tutchone, Southern",,,✔️
tcf,"Me’phaa, Malinaltepec",,,✔️
tcn,Tichurong,,,✔️
tcp,"Chin, Tawr",,,✔️
tcs,Torres Strait Creole,✔️,✔️,✔️
tcu,"Tarahumara, Southeastern",,,✔️
tcx,Toda,,,✔️
tcy,Tulu,,,✔️
tcz,"Chin, Thado",✔️,✔️,✔️
tdc,Embera Tadó,,,✔️
tdd,Tai Nüa,,,✔️
tdf,Talieng,,,✔️
tdg,"Tamang, Western",,,✔️
tdh,Thulung,,,✔️
tdj,Tajio,✔️,✔️,✔️
tdk,Rom,,,✔️
tdl,Kusur-Myet,,,✔️
tdn,Tondano,,,✔️
tdo,Teme,,,✔️
tds,Doutai,,,✔️
tdt,Tetun Dili,,,✔️
tdv,Atoro,,,✔️
tdy,Tadyawan,,,✔️
ted,"Krumen, Tepo",✔️,✔️,✔️
tee,"Tepehua, Huehuetla",✔️,✔️,✔️
tef,Teressa,,,✔️
tek,"Teke, Ibali",,,✔️
tel,Telugu,✔️,✔️,✔️
tem,Themne,✔️,✔️,✔️
teo,Ateso,✔️,✔️,✔️
teq,Temein,,,✔️
ter,Terêna,✔️,✔️,✔️
tes,Tengger,✔️,✔️,✔️
tet,Tetun,,,✔️
tew,Tewa,✔️,✔️,✔️
tex,Tennet,✔️,✔️,✔️
tfi,"Gbe, Tofin",,,✔️
tfn,Tanaina,,,✔️
tfr,Teribe,✔️,✔️,✔️
tft,Ternate,,,✔️
tgc,Tigak,,,✔️
tgd,Ciwogai,,,✔️
tgj,Tagin,✔️,✔️,✔️
tgk,Tajik,✔️,✔️,✔️
tgl,Tagalog,✔️,✔️,✔️
tgo,Sudest,✔️,✔️,✔️
tgp,Tangoa,✔️,✔️,✔️
tgs,Nume,,,✔️
tgw,"Sénoufo, Tagwana",,,✔️
tgy,Togoyo,,,✔️
tha,Thai,✔️,✔️,✔️
thd,Kuuk Thayorre,,,✔️
the,"Tharu, Central",,,✔️
thf,Thangmi,,,✔️
thk,Kitharaka,✔️,✔️,✔️
thl,"Tharu, Dangaura",✔️,✔️,✔️
thm,Aheu,,,✔️
thp,Thompson,,,✔️
thq,"Tharu, Mid-Eastern",,,✔️
thr,"Tharu, Rana",,,✔️
ths,Thakali,,,✔️
thy,Tha,,,✔️
thz,"Tamajeq, Tayart",,,✔️
tic,Tira,,,✔️
tif,Tifal,,,✔️
tig,Tigré,,,✔️
tih,"Murut, Timugon",✔️,✔️,✔️
tii,Tiene,,,✔️
tik,Tikar,✔️,✔️,✔️
tio,Teop,,,✔️
tiq,Tiéfo,,,✔️
tir,Tigrigna,✔️,✔️,✔️
tis,"Itneg, Masadiit",,,✔️
tiv,Tiv,,,✔️
tiw,Tiwi,,,✔️
tix,"Tiwa, Southern",,,✔️
tiy,Teduray,,,✔️
tja,Tajuasohn,,,✔️
tjg,Tunjung,,,✔️
tji,"Tujia, Northern",,,✔️
tkb,Buksa,,,✔️
tkd,Tukudede,,,✔️
tke,Takwane,,,✔️
tkp,Tikopia,,,✔️
tkq,Tee,,,✔️
tkr,Tsakhur,✔️,✔️,✔️
tkt,"Tharu, Kathariya",,,✔️
tku,"Totonac, Upper Necaxa",,,✔️
tkx,Tangko,,,✔️
tla,"Tepehuan, Southwestern",,,✔️
tlb,Tobelo,✔️,✔️,✔️
tld,Talaud,,,✔️
tlf,Telefol,,,✔️
tli,Tlingit,,,✔️
tlj,Talinga-Bwisi,✔️,✔️,✔️
tll,Tetela,,,✔️
tlp,"Totonac, Filomena Mata-Coahuitlán",,,✔️
tlq,Tai Loi,,,✔️
tlr,Talise,,,✔️
tls,Tambotalo,,,✔️
tlx,Khehek,,,✔️
tly,Talysh,✔️,✔️,✔️
tma,Tama,,,✔️
tmc,Tumak,✔️,✔️,✔️
tmf,Toba-Maskoy,✔️,✔️,✔️
tml,"Citak, Tamnim",,,✔️
tmn,Taman,,,✔️
tmy,Tami,,,✔️
tna,Tacana,✔️,✔️,✔️
tnb,"Tunebo, Western",,,✔️
tnc,Tanimuca-Letuama,,,✔️
tng,Tobanga,✔️,✔️,✔️
tnk,Kwamera,✔️,✔️,✔️
tnl,Lenakel,,,✔️
tnm,Tabla,,,✔️
tnn,"Tanna, North",✔️,✔️,✔️
tnp,Whitesands,✔️,✔️,✔️
tnr,Ménik,✔️,✔️,✔️
tnt,Tontemboan,✔️,✔️,✔️
tnv,Tangchangya,,,✔️
tny,Tongwe,,,✔️
tob,Toba,✔️,✔️,✔️
toc,"Totonac, Coyutla",✔️,✔️,✔️
tod,Toma,,,✔️
tof,Gizrra,,,✔️
tog,Tonga,,,✔️
toh,Tonga,✔️,✔️,✔️
toi,Tonga,,,✔️
toj,Tojolabal,,,✔️
tol,Tolowa,,,✔️
tom,Tombulu,✔️,✔️,✔️
ton,Tongan,,,✔️
too,"Totonac, Xicotepec de Juárez",,,✔️
top,"Totonac, Papantla",,,✔️
toq,Toposa,,,✔️
tos,"Totonac, Highland",✔️,✔️,✔️
tou,Tho,,,✔️
tov,"Taromi, Upper",,,✔️
tow,Jemez,,,✔️
tpa,Taupota,,,✔️
tpe,Tippera,,,✔️
tpi,Tok Pisin,✔️,✔️,✔️
tpj,Ñandeva,,,✔️
tpl,"Me’phaa, Tlacoapa",,,✔️
tpm,Tampulma,✔️,✔️,✔️
tpp,"Tepehua, Pisaflores",✔️,✔️,✔️
tpq,"Kinnauri, Chhoyul",,,✔️
tpr,Tuparí,,,✔️
tpt,"Tepehua, Tlachichilco",✔️,✔️,✔️
tpu,Tampuan,,,✔️
tpx,"Me’phaa, Acatepec",,,✔️
tqo,Toaripi,,,✔️
tqu,Touo,,,✔️
trc,"Triqui, Copala",✔️,✔️,✔️
trd,Turi,,,✔️
trf,Trinidadian English Creole,,,✔️
tri,Trió,✔️,✔️,✔️
trn,Trinitario,✔️,✔️,✔️
tro,"Naga, Tarao",,,✔️
trp,Kok Borok,,,✔️
trq,"Triqui, San Martín Itunyoso",,,✔️
trs,"Triqui, Chicahuaxtla",✔️,✔️,✔️
tru,Turoyo,,,✔️
trv,Seediq,,,✔️
tsa,Tsaangi,,,✔️
tsb,Tsamai,,,✔️
tsc,Tswa,,,✔️
tsg,Tausug,,,✔️
tsi,Tsimshian,,,✔️
tsj,Tshangla,,,✔️
tsn,Setswana,,,✔️
tso,Tsonga,✔️,✔️,✔️
tsp,"Toussian, Northern",,,✔️
tsr,Akei,,,✔️
tsu,Tsou,,,✔️
tsv,Tsogo,,,✔️
tsw,Tsishingini,,,✔️
tsx,Mubami,,,✔️
tsz,Purepecha,✔️,✔️,✔️
ttb,Gaa,,,✔️
ttc,Tektiteko,✔️,✔️,✔️
tte,Bwanabwana,✔️,✔️,✔️
tth,"Ta’oih, Upper",,,✔️
tti,Tobati,,,✔️
ttj,Tooro,,,✔️
ttk,Totoro,,,✔️
ttm,"Tutchone, Northern",,,✔️
tto,"Ta’oih, Lower",,,✔️
ttq,"Tamajaq, Tawallammat",✔️ (script: tifinagh),✔️ (script: tifinagh),✔️
ttr,Tera,,,✔️
tts,"Thai, Northeastern",,,✔️
ttv,Titan,,,✔️
ttw,Long Wat,,,✔️
tty,Sikaritai,,,✔️
tue,Tuyuca,✔️,✔️,✔️
tuf,"Tunebo, Central",✔️,✔️,✔️
tug,Tunia,,,✔️
tui,Tupuri,,,✔️
tuk,Turkmen,"✔️ (script: arabic, script: latin)","✔️ (script: arabic, script: latin)",✔️
tul,Tula,,,✔️
tum,Tumbuka,,,✔️
tuo,Tucano,✔️,✔️,✔️
tuq,Tedaga,,,✔️
tur,Turkish,✔️,✔️,✔️
tuv,Turkana,,,✔️
tuy,Tugen,,,✔️
tuz,Turka,,,✔️
tva,Vaghua,,,✔️
tvd,Tsuvadi,,,✔️
tvk,"Ambrym, Southeast",,,✔️
tvl,Tuvaluan,,,✔️
tvn,Tavoyan,,,✔️
tvs,Taveta,,,✔️
tvt,"Naga, Tutsa",,,✔️
tvu,Tunen,,,✔️
tvw,Sedoa,✔️,✔️,✔️
twb,Tawbuid,✔️,✔️,✔️
twe,Teiwa,✔️,✔️,✔️
twh,Tai Dón,,,✔️
twm,"Monpa, Tawang",,,✔️
twp,Ere,,,✔️
twr,"Tarahumara, Southwestern",,,✔️
twu,Termanu,✔️,✔️,✔️
tww,Tuwari,,,✔️
twx,Tewe,,,✔️
twy,Tawoyan,,,✔️
txa,Tombonuo,✔️,✔️,✔️
txn,"Tarangan, West",,,✔️
txo,Toto,,,✔️
txq,Tii,✔️,✔️,✔️
txt,Citak,,,✔️
txu,Kayapó,✔️,✔️,✔️
tye,Kyanga,✔️,✔️,✔️
tyr,Tai Daeng,,,✔️
tyv,Tuvan,,,✔️
tyy,Tiyaa,,,✔️
tyz,Tày,,,✔️
tzh,Tzeltal,"✔️ (dialect: bachajon, dialect: tenejapa)","✔️ (dialect: bachajon, dialect: tenejapa)",✔️
tzj,Tz’utujil,"✔️ (dialect: eastern, dialect: western)","✔️ (dialect: eastern, dialect: western)",✔️
tzm,"Tamazight, Central Atlas",,,✔️
tzo,Tzotzil,"✔️ (dialect: chamula, dialect: chenalho)","✔️ (dialect: chamula, dialect: chenalho)",✔️
uar,Tairuma,,,✔️
uba,Ubang,,,✔️
ubl,"Bikol, Buhi’non",✔️,✔️,✔️
ubr,Ubir,,,✔️
ubu,Umbu-Ungu,✔️,✔️,✔️
udg,Muduga,,,✔️
udi,Udi,,,✔️
udl,Wuzlam,,,✔️
udm,Udmurt,✔️,✔️,✔️
udu,Uduk,✔️,✔️,✔️
ugo,Ugong,,,✔️
uhn,Damal,,,✔️
uig,Uyghur,"✔️ (script: arabic, script: cyrillic)","✔️ (script: arabic, script: cyrillic)",✔️
uis,Uisai,,,✔️
uiv,Iyive,,,✔️
uki,Kui,,,✔️
ukp,Bukpe,,,✔️
ukr,Ukrainian,✔️,✔️,✔️
ukw,Ukwuani-Aboh-Ndoni,,,✔️
ula,Fungwa,,,✔️
ulu,Uma’ Lung,,,✔️
umb,Umbundu,✔️,,✔️
umm,Umon,,,✔️
ums,Pendau,,,✔️
umu,Munsee,,,✔️
une,Uneme,,,✔️
ung,Ngarinyin,,,✔️
uni,Uni,,,✔️
unr,Mundari,✔️,✔️,✔️
unx,Munda,,,✔️
upv,Uripiv-Wala-Rano-Atchin,✔️,✔️,✔️
ura,Urarina,✔️,✔️,✔️
urb,Kaapor,✔️,✔️,✔️
urd,Urdu,"✔️ (script: arabic, script: devanagari, script: latin)","✔️ (script: arabic, script: devanagari, script: latin)",✔️
urh,Urhobo,,,✔️
uri,Urim,,,✔️
urk,Urak Lawoi’,✔️,✔️,✔️
urt,Urat,✔️,✔️,✔️
ury,Orya,✔️,✔️,✔️
usa,Usarufa,,,✔️
usi,Usoi,,,✔️
usp,Uspanteko,✔️,✔️,✔️
uss,us-Saare,,,✔️
uta,Itang,,,✔️
ute,Ute-Southern Paiute,,,✔️
uth,ut-Hun,,,✔️
utr,Etulo,,,✔️
uuu,U,,,✔️
uya,Doko-Uyanga,,,✔️
uzb,Uzbek,"✔️ (script: cyrillic, script: latin)","✔️ (script: cyrillic, script: latin)",✔️
vaa,Vaagri Booli,,,✔️
vaf,Vafsi,,,✔️
vag,Vagla,✔️,✔️,✔️
vah,Varhadi-Nagpuri,,,✔️
vai,Vai,,,✔️
vaj,Northwestern !Kung,,,✔️
vam,Dumo,,,✔️
van,Walman,,,✔️
var,Huarijío,,,✔️
vas,Vasavi,,,✔️
vav,Varli,,,✔️
vay,Wayu,,,✔️
vem,Vemgo-Mabas,,,✔️
ven,Venda,,,✔️
ver,Verre,,,✔️
vid,Vidunda,✔️,✔️,✔️
vie,Vietnamese,✔️,✔️,✔️
vif,Vili,✔️,✔️,✔️
vig,Viemo,,,✔️
viv,Iduna,,,✔️
vkl,Kulisusu,,,✔️
vkn,Koro Nulu,,,✔️
vls,West Flemish,,,✔️
vmc,"Mixtec, Juxtlahuaca",,,✔️
vmh,Maraghei,,,✔️
vmj,"Mixtec, Ixtayutla",,,✔️
vmk,Makhuwa-Shirima,,,✔️
vmm,"Mixtec, Mitlatongo",,,✔️
vmp,"Mazatec, Soyaltepec",,,✔️
vmw,Makhuwa,✔️,✔️,✔️
vmx,"Mixtec, Tamazola",,,✔️
vmy,"Mazatec, Ayautla",✔️,✔️,✔️
vmz,"Mazatec, Mazatlán",,,✔️
vnk,Lovono,,,✔️
vot,Vod,✔️,,
vra,Vera’a,,,✔️
vrs,Varisi,,,✔️
vum,Vumbu,,,✔️
vun,Vunjo,✔️,✔️,✔️
vut,Vute,✔️,✔️,✔️
wad,Wamesa,,,✔️
wal,Wolaytta,"✔️ (script: ethiopic, script: latin)","✔️ (script: ethiopic, script: latin)",✔️
wan,Wan,,,✔️
wap,Wapishana,✔️,✔️,✔️
war,Waray-Waray,✔️,✔️,✔️
was,Washo,,,✔️
wat,Kaninuwa,,,✔️
wau,Waurá,,,✔️
waw,Waiwai,✔️,✔️,✔️
way,Wayana,✔️,✔️,✔️
wba,Warao,✔️,✔️,✔️
wbb,Wabo,,,✔️
wbf,Wara,,,✔️
wbi,Vwanji,,,✔️
wbj,Alagwa,,,✔️
wbk,Waigali,,,✔️
wbl,Wakhi,,,✔️
wbm,"Wa, Vo",,,✔️
wbp,Warlpiri,,,✔️
wbq,Waddar,,,✔️
wbr,Wagdi,,,✔️
wca,Yanomámi,,,✔️
wci,"Gbe, Waci",,,✔️
wdj,Wadjiginy,,,✔️
wed,Wedau,,,✔️
weh,Weh,,,✔️
wem,"Gbe, Weme",,,✔️
weo,Wemale,,,✔️
wes,"Pidgin, Cameroon",,,✔️
wew,Wejewa,,,✔️
wgb,Wagawaga,,,✔️
wgi,Wahgi,,,✔️
whg,Yuwei,,,✔️
wib,"Toussian, Southern",,,✔️
wim,Wik-Mungkan,,,✔️
win,Ho-Chunk,,,✔️
wiu,Witu,,,✔️
wja,Waja,,,✔️
wji,Warji,,,✔️
wkd,Mo,,,✔️
wlc,"Comorian, Mwali",,,✔️
wle,Wolane,,,✔️
wlo,Wolio,✔️,✔️,✔️
wlv,Bermejo Wichí,,,✔️
wlw,Walak,,,✔️
wlx,Wali,✔️,✔️,✔️
wmd,Mamaindê,,,✔️
wme,Wambule,,,✔️
wmo,Wom,,,✔️
wms,Wambon,,,✔️
wmt,Walmajarri,,,✔️
wmw,Mwani,✔️,✔️,✔️
wnc,Wantoat,,,✔️
wni,"Comorian, Ndzwani",,,✔️
wno,Wano,,,✔️
wob,Wè Northern,✔️,✔️,✔️
wod,Wolani,,,✔️
wof,"Wolof, Gambian",,,✔️
wog,Wogamusin,,,✔️
wol,Wolof,✔️,,✔️
wom,Wom,,,✔️
won,Wongo,,,✔️
wow,Wawonii,,,✔️
wrm,Warumungu,,,✔️
wro,Worrorra,,,✔️
wrp,Waropen,,,✔️
wrs,Waris,,,✔️
wsa,Warembori,,,✔️
wsg,"Gondi, Adilabad",✔️,✔️,✔️
wsi,Wusi,,,✔️
wsk,Waskia,,,✔️
wss,Wasa,,,✔️
wti,Berta,,,✔️
wtm,Mewati,,,✔️
wud,Wudu,,,✔️
wut,Wutung,,,✔️
wuu,"Chinese, Wu",,,✔️
wuv,Wuvulu-Aua,,,✔️
wwa,Waama,✔️,✔️,✔️
wwo,Dorig,,,✔️
wyy,"Fijian, Western",,,✔️
xac,Kachari,,,✔️
xal,Kalmyk-Oirat,✔️,✔️,✔️
xav,Xavánte,,,✔️
xbi,Kombio,,,✔️
xbr,Kambera,,,✔️
xdn,,,,✔️
xdo,Kwandu,,,✔️
xdy,Malayic Dayak,✔️,✔️,✔️
xed,Hdi,✔️,✔️,✔️
xem,Kembayan,,,✔️
xer,Xerénte,✔️,✔️,✔️
xes,Koromu,,,✔️
xgu,Unggumi,,,✔️
xho,Xhosa,✔️,,✔️
xkb,"Nago, Northern",,,✔️
xkc,Kho’ini,,,✔️
xkf,Khengkha,,,✔️
xkg,Kagoro,,,✔️
xkj,Kajali,,,✔️
xkk,Kachok,,,✔️
xkl,"Kenyah, Mainstream",,,✔️
xkn,"Kayan, Kayan River",,,✔️
xks,Kumbewaha,,,✔️
xkt,Kantosi,,,✔️
xkv,Kgalagadi,,,✔️
xky,Uma’ Lasan,,,✔️
xkz,Kurtokha,,,✔️
xmc,Makhuwa-Marrevone,,,✔️
xmf,Mingrelian,,,✔️
xmg,Mengaka,,,✔️
xmh,Kugu-Muminh,,,✔️
xmm,"Malay, Manado",✔️,✔️,✔️
xmt,Matbat,,,✔️
xmz,Mori Bawah,,,✔️
xnj,Chingoni,✔️,✔️,✔️
xnr,Kangri,✔️,✔️,✔️
xns,Kanashi,,,✔️
xnz,Mattokki,,,✔️
xod,Kokoda,,,✔️
xog,Soga,✔️,✔️,✔️
xok,Xokleng,,,✔️
xom,Komo,,,✔️
xon,Konkomba,✔️,✔️,✔️
xpe,"Kpelle, Liberia",,,✔️
xra,Krahô,,,✔️
xrb,"Karaboro, Eastern",✔️,✔️,✔️
xri,Krikati-Timbira,,,✔️
xrw,Karawa,,,✔️
xsb,Sambal,✔️,✔️,✔️
xsm,Kasem,✔️,✔️,✔️
xsn,Sanga,,,✔️
xsq,Makhuwa-Saka,,,✔️
xsr,Sherpa,✔️,✔️,✔️
xsu,Sanumá,✔️,✔️,✔️
xta,"Mixtec, Alcozauca",✔️,✔️,✔️
